#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0000299	1.96187	8.08323e-12	8.08323e-12	1	*
OG0000300	0.0381341	1.67098e-28	7.82546e-16	2.13531e-13	N/S
OG0000300	1.96187	7.82546e-16	7.82546e-16	1	*
OG0000302	0.0381341	1.27494e-18	3.89342e-10	3.2746e-09	N/S
OG0000302	1.96187	3.89342e-10	3.89342e-10	1	*
OG0000303	0.0381341	9.15517e-48	4.29658e-23	2.13081e-25	N/S
OG0000303	1.96187	4.29658e-23	4.29658e-23	1	*
OG0000307	0.0381341	5.74058e-21	2.93649e-11	1.95491e-10	N/S
OG0000307	1.96187	2.93649e-11	2.93649e-11	1	*
OG0000308	0.0381341	2.00344e-46	3.29262e-19	6.08465e-28	N/S
OG0000308	1.96187	3.29262e-19	3.29262e-19	1	*
OG0000310	0.0381341	4.38372e-10	4.60957e-09	0.0951005	N/S
OG0000310	1.96187	4.1712e-09	4.60957e-09	0.9049	N/S
OG0000312	0.0381341	3.84558e-20	2.96183e-11	1.29838e-09	N/S
OG0000312	1.96187	2.96183e-11	2.96183e-11	1	*
OG0000313	0.0381341	6.57479e-86	1.42387e-31	4.61756e-55	N/S
OG0000313	1.96187	1.42387e-31	1.42387e-31	1	*
OG0000314	0.0381341	1.8948e-37	3.88605e-16	4.8759e-22	N/S
OG0000314	1.96187	3.88605e-16	3.88605e-16	1	*
OG0000315	0.0381341	1.01771e-28	2.29031e-13	4.44357e-16	N/S
OG0000315	1.96187	2.29031e-13	2.29031e-13	1	*
OG0000316	0.0381341	6.40788e-59	1.80058e-23	3.55879e-36	N/S
OG0000316	1.96187	1.80058e-23	1.80058e-23	1	*
OG0000321	0.0381341	1.47172e-42	7.5167e-20	1.95793e-23	N/S
OG0000321	1.96187	7.5167e-20	7.5167e-20	1	*
OG0000322	0.0381341	1.77543e-34	7.16084e-15	2.47936e-20	N/S
OG0000322	1.96187	7.16084e-15	7.16084e-15	1	*
OG0000323	0.0381341	1.40771e-30	6.76558e-15	2.08069e-16	N/S
OG0000323	1.96187	6.76558e-15	6.76558e-15	1	*
OG0000324	0.0381341	1.26134e-73	9.72171e-29	1.29745e-45	N/S
OG0000324	1.96187	9.72171e-29	9.72171e-29	1	*
OG0000326	0.0381341	1.18032e-43	1.77525e-18	6.64878e-26	N/S
OG0000326	1.96187	1.77525e-18	1.77525e-18	1	*
OG0000327	0.0381341	2.21074e-63	2.15739e-26	1.02473e-37	N/S
OG0000327	1.96187	2.15739e-26	2.15739e-26	1	*
OG0000328	0.0381341	7.89096e-46	1.14255e-17	6.90645e-29	N/S
OG0000328	1.96187	1.14255e-17	1.14255e-17	1	*
OG0000329	0.0381341	1.31855e-27	1.05014e-13	1.25559e-14	N/S
OG0000329	1.96187	1.05014e-13	1.05014e-13	1	*
OG0000330	0.0381341	1.63997e-50	3.4023e-20	4.82017e-31	N/S
OG0000330	1.96187	3.4023e-20	3.4023e-20	1	*
OG0000331	0.0381341	7.81222e-43	1.81042e-17	4.31514e-26	N/S
OG0000331	1.96187	1.81042e-17	1.81042e-17	1	*
OG0000332	0.0381341	7.44652e-30	1.37846e-14	5.40207e-16	N/S
OG0000332	1.96187	1.37846e-14	1.37846e-14	1	*
OG0000334	0.0381341	4.13358e-51	2.80419e-21	1.47407e-30	N/S
OG0000334	1.96187	2.80419e-21	2.80419e-21	1	*
OG0000335	0.0381341	3.98418e-22	1.6053e-11	2.48189e-11	N/S
OG0000335	1.96187	1.6053e-11	1.6053e-11	1	*
OG0000336	0.0381341	4.96706e-42	2.34259e-19	2.12032e-23	N/S
OG0000336	1.96187	2.34259e-19	2.34259e-19	1	*
OG0000337	0.0381341	1.09999e-39	2.00375e-17	5.48965e-23	N/S
OG0000337	1.96187	2.00375e-17	2.00375e-17	1	*
OG0000338	0.0381341	2.67178e-21	7.33037e-12	3.64481e-10	N/S
OG0000338	1.96187	7.33037e-12	7.33037e-12	1	*
OG0000339	0.0381341	2.81995e-23	9.27002e-13	3.04201e-11	N/S
OG0000339	1.96187	9.27002e-13	9.27002e-13	1	*
OG0000342	0.0381341	1.05156e-53	2.44424e-22	4.30221e-32	N/S
OG0000342	1.96187	2.44424e-22	2.44424e-22	1	*
OG0000346	0.0381341	8.42256e-26	2.97653e-12	2.82965e-14	N/S
OG0000346	1.96187	2.97653e-12	2.97653e-12	1	*
OG0000347	0.0381341	1.37269e-50	4.19363e-21	3.27326e-30	N/S
OG0000347	1.96187	4.19363e-21	4.19363e-21	1	*
OG0000350	0.0381341	2.47349e-16	7.6677e-11	3.22585e-06	N/S
OG0000350	1.96187	7.66768e-11	7.6677e-11	0.999997	*
OG0000353	0.0381341	6.42441e-39	9.59965e-18	6.69233e-22	N/S
OG0000353	1.96187	9.59965e-18	9.59965e-18	1	*
OG0000355	0.0381341	6.23434e-25	3.76918e-12	1.65403e-13	N/S
OG0000355	1.96187	3.76918e-12	3.76918e-12	1	*
OG0000356	0.0381341	1.93913e-19	2.32288e-11	8.34798e-09	N/S
OG0000356	1.96187	2.32288e-11	2.32288e-11	1	*
OG0000357	0.0381341	4.25234e-57	6.16164e-27	6.90131e-31	N/S
OG0000357	1.96187	6.16164e-27	6.16164e-27	1	*
OG0000359	0.0381341	4.14666e-12	2.15654e-09	0.00192283	N/S
OG0000359	1.96187	2.1524e-09	2.15654e-09	0.998077	*
OG0000360	0.0381341	6.67918e-24	7.85086e-13	8.50759e-12	N/S
OG0000360	1.96187	7.85086e-13	7.85086e-13	1	*
OG0000362	0.0381341	1.15072e-42	4.89433e-18	2.35113e-25	N/S
OG0000362	1.96187	4.89433e-18	4.89433e-18	1	*
OG0000363	0.0381341	5.32948e-22	6.67647e-13	7.98249e-10	N/S
OG0000363	1.96187	6.67647e-13	6.67647e-13	1	*
OG0000366	0.0381341	5.67765e-21	2.02193e-11	2.80804e-10	N/S
OG0000366	1.96187	2.02193e-11	2.02193e-11	1	*
OG0000367	0.0381341	8.41735e-18	5.85423e-11	1.43782e-07	N/S
OG0000367	1.96187	5.85423e-11	5.85423e-11	1	*
OG0000368	0.0381341	1.16463e-19	8.81374e-11	1.32138e-09	N/S
OG0000368	1.96187	8.81374e-11	8.81374e-11	1	*
OG0000369	0.0381341	1.99376e-15	3.11774e-10	6.39489e-06	N/S
OG0000369	1.96187	3.11772e-10	3.11774e-10	0.999994	*
OG0000370	0.0381341	2.45948e-85	7.43381e-36	3.3085e-50	N/S
OG0000370	1.96187	7.43381e-36	7.43381e-36	1	*
OG0000371	0.0381341	4.85644e-28	2.19909e-13	2.20839e-15	N/S
OG0000371	1.96187	2.19909e-13	2.19909e-13	1	*
OG0000373	0.0381341	3.58391e-17	6.43155e-11	5.57239e-07	N/S
OG0000373	1.96187	6.43155e-11	6.43155e-11	0.999999	*
OG0000374	0.0381341	4.05328e-10	1.26085e-09	0.321471	N/S
OG0000374	1.96187	8.55526e-10	1.26085e-09	0.678529	N/S
OG0000378	0.0381341	1.82056e-34	2.57898e-15	7.05925e-20	N/S
OG0000378	1.96187	2.57898e-15	2.57898e-15	1	*
OG0000379	0.0381341	1.15882e-49	2.35939e-19	4.91151e-31	N/S
OG0000379	1.96187	2.35939e-19	2.35939e-19	1	*
OG0000380	0.0381341	4.7726e-18	3.81216e-11	1.25194e-07	N/S
OG0000380	1.96187	3.81216e-11	3.81216e-11	1	*
OG0000382	0.0381341	9.19739e-09	2.20184e-08	0.417715	N/S
OG0000382	1.96187	1.2821e-08	2.20184e-08	0.582285	N/S
OG0000383	0.0381341	1.68108e-47	1.1861e-19	1.41732e-28	N/S
OG0000383	1.96187	1.1861e-19	1.1861e-19	1	*
OG0000384	0.0381341	3.43964e-36	1.08962e-16	3.15675e-20	N/S
OG0000384	1.96187	1.08962e-16	1.08962e-16	1	*
OG0000386	0.0381341	4.86287e-38	8.98525e-17	5.41206e-22	N/S
OG0000386	1.96187	8.98525e-17	8.98525e-17	1	*
OG0000388	0.0381341	5.14441e-97	2.46407e-33	2.08777e-64	N/S
OG0000388	1.96187	2.46407e-33	2.46407e-33	1	*
OG0000389	0.0381341	5.61416e-13	4.4887e-10	0.00125073	N/S
OG0000389	1.96187	4.48308e-10	4.4887e-10	0.998749	*
OG0000390	0.0381341	5.27414e-49	2.8569e-21	1.84611e-28	N/S
OG0000390	1.96187	2.8569e-21	2.8569e-21	1	*
OG0000391	0.0381341	6.93784e-19	1.19435e-11	5.80887e-08	N/S
OG0000391	1.96187	1.19435e-11	1.19435e-11	1	*
OG0000392	0.0381341	5.43112e-19	1.51307e-11	3.58946e-08	N/S
OG0000392	1.96187	1.51307e-11	1.51307e-11	1	*
OG0000394	0.0381341	4.32818e-28	2.93886e-13	1.47274e-15	N/S
OG0000394	1.96187	2.93886e-13	2.93886e-13	1	*
OG0000395	0.0381341	2.69216e-18	1.0656e-10	2.52642e-08	N/S
OG0000395	1.96187	1.0656e-10	1.0656e-10	1	*
OG0000396	0.0381341	8.51448e-18	1.45293e-10	5.86021e-08	N/S
OG0000396	1.96187	1.45293e-10	1.45293e-10	1	*
OG0000398	0.0381341	7.47502e-16	1.51617e-10	4.93021e-06	N/S
OG0000398	1.96187	1.51616e-10	1.51617e-10	0.999995	*
OG0000399	0.0381341	2.84606e-17	7.80542e-11	3.64627e-07	N/S
OG0000399	1.96187	7.80542e-11	7.80542e-11	1	*
OG0000400	0.0381341	4.24198e-30	3.6992e-16	1.14673e-14	N/S
OG0000400	1.96187	3.6992e-16	3.6992e-16	1	*
OG0000401	0.0381341	1.15776e-50	2.21741e-22	5.22121e-29	N/S
OG0000401	1.96187	2.21741e-22	2.21741e-22	1	*
OG0000402	0.0381341	3.80623e-20	2.54042e-11	1.49827e-09	N/S
OG0000402	1.96187	2.54042e-11	2.54042e-11	1	*
OG0000403	0.0381341	1.56898e-23	8.1261e-13	1.93079e-11	N/S
OG0000403	1.96187	8.1261e-13	8.1261e-13	1	*
OG0000406	0.0381341	7.48934e-40	4.34546e-15	1.72349e-25	N/S
OG0000406	1.96187	4.34546e-15	4.34546e-15	1	*
OG0000408	0.0381341	3.08556e-41	7.4745e-18	4.12811e-24	N/S
OG0000408	1.96187	7.4745e-18	7.4745e-18	1	*
OG0000409	0.0381341	8.77178e-45	3.25657e-18	2.69356e-27	N/S
OG0000409	1.96187	3.25657e-18	3.25657e-18	1	*
OG0000410	0.0381341	4.69743e-35	2.4984e-16	1.88017e-19	N/S
OG0000410	1.96187	2.4984e-16	2.4984e-16	1	*
OG0000411	0.0381341	1.49176e-59	4.18344e-27	3.56587e-33	N/S
OG0000411	1.96187	4.18344e-27	4.18344e-27	1	*
OG0000412	0.0381341	1.58632e-22	1.27564e-11	1.24355e-11	N/S
OG0000412	1.96187	1.27564e-11	1.27564e-11	1	*
OG0000413	0.0381341	6.11211e-36	2.577e-17	2.37179e-19	N/S
OG0000413	1.96187	2.577e-17	2.577e-17	1	*
OG0000415	0.0381341	4.31635e-26	1.70711e-13	2.52846e-13	N/S
OG0000415	1.96187	1.70711e-13	1.70711e-13	1	*
OG0000417	0.0381341	1.00305e-40	2.97476e-18	3.37188e-23	N/S
OG0000417	1.96187	2.97476e-18	2.97476e-18	1	*
OG0000419	0.0381341	2.51232e-58	7.5317e-27	3.33566e-32	N/S
OG0000419	1.96187	7.5317e-27	7.5317e-27	1	*
OG0000420	0.0381341	3.19063e-47	5.3997e-20	5.90891e-28	N/S
OG0000420	1.96187	5.3997e-20	5.3997e-20	1	*
OG0000421	0.0381341	1.9891e-15	6.81508e-10	2.91867e-06	N/S
OG0000421	1.96187	6.81506e-10	6.81508e-10	0.999997	*
OG0000423	0.0381341	1.39428e-14	7.89755e-10	1.76546e-05	N/S
OG0000423	1.96187	7.89741e-10	7.89755e-10	0.999982	*
OG0000424	0.0381341	9.10977e-26	1.73732e-12	5.24359e-14	N/S
OG0000424	1.96187	1.73732e-12	1.73732e-12	1	*
OG0000429	0.0381341	1.6946e-21	1.14047e-11	1.48587e-10	N/S
OG0000429	1.96187	1.14047e-11	1.14047e-11	1	*
OG0000430	0.0381341	4.99081e-30	2.01054e-14	2.48233e-16	N/S
OG0000430	1.96187	2.01054e-14	2.01054e-14	1	*
OG0000431	0.0381341	2.47681e-31	3.55113e-15	6.9747e-17	N/S
OG0000431	1.96187	3.55113e-15	3.55113e-15	1	*
OG0000432	0.0381341	3.31568e-61	1.26504e-25	2.621e-36	N/S
OG0000432	1.96187	1.26504e-25	1.26504e-25	1	*
OG0000434	0.0381341	4.40691e-12	1.37868e-09	0.00319648	N/S
OG0000434	1.96187	1.37427e-09	1.37868e-09	0.996804	*
OG0000435	0.0381341	3.9289e-30	3.01504e-14	1.3031e-16	N/S
OG0000435	1.96187	3.01504e-14	3.01504e-14	1	*
OG0000436	0.0381341	1.94659e-32	4.79413e-16	4.06037e-17	N/S
OG0000436	1.96187	4.79413e-16	4.79413e-16	1	*
OG0000437	0.0381341	3.28281e-17	1.3765e-10	2.3849e-07	N/S
OG0000437	1.96187	1.3765e-10	1.3765e-10	1	*
OG0000438	0.0381341	7.17584e-40	1.95396e-16	3.67247e-24	N/S
OG0000438	1.96187	1.95396e-16	1.95396e-16	1	*
OG0000441	0.0381341	5.29702e-31	3.70297e-16	1.43048e-15	N/S
OG0000441	1.96187	3.70297e-16	3.70297e-16	1	*
OG0000443	0.0381341	1.0455e-30	8.1903e-16	1.27651e-15	N/S
OG0000443	1.96187	8.1903e-16	8.1903e-16	1	*
OG0000444	0.0381341	3.07552e-68	3.70346e-25	8.30446e-44	N/S
OG0000444	1.96187	3.70346e-25	3.70346e-25	1	*
OG0000445	0.0381341	2.72742e-34	2.86794e-14	9.51003e-21	N/S
OG0000445	1.96187	2.86794e-14	2.86794e-14	1	*
OG0000448	0.0381341	1.85322e-16	7.37021e-11	2.51448e-06	N/S
OG0000448	1.96187	7.37019e-11	7.37021e-11	0.999997	*
OG0000450	0.0381341	2.29376e-17	2.54903e-11	8.99855e-07	N/S
OG0000450	1.96187	2.54903e-11	2.54903e-11	0.999999	*
OG0000451	0.0381341	5.96836e-55	6.6807e-20	8.93374e-36	N/S
OG0000451	1.96187	6.6807e-20	6.6807e-20	1	*
OG0000452	0.0381341	3.36516e-16	4.60176e-11	7.31277e-06	N/S
OG0000452	1.96187	4.60172e-11	4.60176e-11	0.999993	*
OG0000453	0.0381341	9.42761e-17	1.13635e-10	8.29637e-07	N/S
OG0000453	1.96187	1.13635e-10	1.13635e-10	0.999999	*
OG0000454	0.0381341	3.98898e-16	2.2948e-10	1.73827e-06	N/S
OG0000454	1.96187	2.29479e-10	2.2948e-10	0.999998	*
OG0000455	0.0381341	3.77719e-36	3.46241e-16	1.09091e-20	N/S
OG0000455	1.96187	3.46241e-16	3.46241e-16	1	*
OG0000457	0.0381341	4.97857e-43	1.03497e-17	4.81036e-26	N/S
OG0000457	1.96187	1.03497e-17	1.03497e-17	1	*
OG0000458	0.0381341	2.22798e-80	9.21385e-28	2.41808e-53	N/S
OG0000458	1.96187	9.21385e-28	9.21385e-28	1	*
OG0000459	0.0381341	1.24056e-26	5.93764e-13	2.08932e-14	N/S
OG0000459	1.96187	5.93764e-13	5.93764e-13	1	*
OG0000460	0.0381341	2.72959e-22	2.83666e-11	9.62254e-12	N/S
OG0000460	1.96187	2.83666e-11	2.83666e-11	1	*
OG0000461	0.0381341	2.86064e-31	3.31658e-14	8.62527e-18	N/S
OG0000461	1.96187	3.31658e-14	3.31658e-14	1	*
OG0000462	0.0381341	3.91876e-49	2.14528e-19	1.82669e-30	N/S
OG0000462	1.96187	2.14528e-19	2.14528e-19	1	*
OG0000463	0.0381341	1.81299e-31	1.1439e-14	1.58492e-17	N/S
OG0000463	1.96187	1.1439e-14	1.1439e-14	1	*
OG0000464	0.0381341	4.68073e-37	1.93221e-16	2.42247e-21	N/S
OG0000464	1.96187	1.93221e-16	1.93221e-16	1	*
OG0000465	0.0381341	2.86126e-34	7.20802e-16	3.96956e-19	N/S
OG0000465	1.96187	7.20802e-16	7.20802e-16	1	*
OG0000466	0.0381341	5.70361e-29	1.08624e-13	5.2508e-16	N/S
OG0000466	1.96187	1.08624e-13	1.08624e-13	1	*
OG0000467	0.0381341	3.06246e-53	4.30563e-23	7.1127e-31	N/S
OG0000467	1.96187	4.30563e-23	4.30563e-23	1	*
OG0000468	0.0381341	3.09196e-40	1.16448e-16	2.65523e-24	N/S
OG0000468	1.96187	1.16448e-16	1.16448e-16	1	*
OG0000469	0.0381341	3.7451e-16	1.74348e-10	2.14806e-06	N/S
OG0000469	1.96187	1.74348e-10	1.74348e-10	0.999998	*
OG0000470	0.0381341	1.24897e-37	6.75087e-17	1.85009e-21	N/S
OG0000470	1.96187	6.75087e-17	6.75087e-17	1	*
OG0000472	0.0381341	1.36918e-22	6.95813e-13	1.96774e-10	N/S
OG0000472	1.96187	6.95813e-13	6.95813e-13	1	*
OG0000474	0.0381341	1.39134e-29	4.28837e-15	3.24446e-15	N/S
OG0000474	1.96187	4.28837e-15	4.28837e-15	1	*
OG0000477	0.0381341	3.85412e-31	2.24145e-15	1.71948e-16	N/S
OG0000477	1.96187	2.24145e-15	2.24145e-15	1	*
OG0000479	0.0381341	5.2916e-18	4.68023e-10	1.13063e-08	N/S
OG0000479	1.96187	4.68023e-10	4.68023e-10	1	*
OG0000480	0.0381341	4.06966e-20	7.70198e-11	5.28392e-10	N/S
OG0000480	1.96187	7.70198e-11	7.70198e-11	1	*
OG0000483	0.0381341	3.76336e-17	2.03038e-11	1.85352e-06	N/S
OG0000483	1.96187	2.03038e-11	2.03038e-11	0.999998	*
OG0000485	0.0381341	3.92054e-17	3.80756e-10	1.02967e-07	N/S
OG0000485	1.96187	3.80756e-10	3.80756e-10	1	*
OG0000486	0.0381341	1.20415e-65	1.22913e-24	9.79671e-42	N/S
OG0000486	1.96187	1.22913e-24	1.22913e-24	1	*
OG0000487	0.0381341	4.03527e-16	1.20916e-10	3.33726e-06	N/S
OG0000487	1.96187	1.20915e-10	1.20916e-10	0.999997	*
OG0000489	0.0381341	1.20286e-52	3.90292e-18	3.08195e-35	N/S
OG0000489	1.96187	3.90292e-18	3.90292e-18	1	*
OG0000490	0.0381341	1.22701e-48	2.82196e-21	4.34809e-28	N/S
OG0000490	1.96187	2.82196e-21	2.82196e-21	1	*
OG0000496	0.0381341	3.64241e-22	1.64412e-11	2.21542e-11	N/S
OG0000496	1.96187	1.64412e-11	1.64412e-11	1	*
OG0000497	0.0381341	6.93567e-13	3.4799e-09	0.000199306	N/S
OG0000497	1.96187	3.47921e-09	3.4799e-09	0.999801	*
OG0000499	0.0381341	2.57385e-43	9.92011e-20	2.59458e-24	N/S
OG0000499	1.96187	9.92011e-20	9.92011e-20	1	*
OG0000500	0.0381341	4.10427e-13	4.97565e-09	8.24872e-05	N/S
OG0000500	1.96187	4.97524e-09	4.97565e-09	0.999918	*
OG0000501	0.0381341	1.68303e-10	8.96489e-09	0.0187736	N/S
OG0000501	1.96187	8.79659e-09	8.96489e-09	0.981226	*
OG0000503	0.0381341	4.42908e-13	6.64509e-10	0.000666519	N/S
OG0000503	1.96187	6.64066e-10	6.64509e-10	0.999333	*
OG0000504	0.0381341	9.21874e-62	1.90187e-26	4.8472e-36	N/S
OG0000504	1.96187	1.90187e-26	1.90187e-26	1	*
OG0000505	0.0381341	1.05421e-19	1.731e-12	6.0902e-08	N/S
OG0000505	1.96187	1.731e-12	1.731e-12	1	*
OG0000507	0.0381341	8.23762e-37	1.45254e-16	5.67118e-21	N/S
OG0000507	1.96187	1.45254e-16	1.45254e-16	1	*
OG0000508	0.0381341	4.24968e-38	5.33694e-18	7.96276e-21	N/S
OG0000508	1.96187	5.33694e-18	5.33694e-18	1	*
OG0000509	0.0381341	8.27119e-59	3.59167e-23	2.30288e-36	N/S
OG0000509	1.96187	3.59167e-23	3.59167e-23	1	*
OG0000510	0.0381341	1.26332e-31	1.09758e-16	1.151e-15	N/S
OG0000510	1.96187	1.09758e-16	1.09758e-16	1	*
OG0000514	0.0381341	7.28494e-37	4.31058e-17	1.69002e-20	N/S
OG0000514	1.96187	4.31058e-17	4.31058e-17	1	*
OG0000515	0.0381341	1.72445e-22	5.85858e-12	2.94346e-11	N/S
OG0000515	1.96187	5.85858e-12	5.85858e-12	1	*
OG0000516	0.0381341	1.14235e-34	1.97947e-15	5.771e-20	N/S
OG0000516	1.96187	1.97947e-15	1.97947e-15	1	*
OG0000517	0.0381341	0.00194708	0.00194727	0.999903	*
OG0000517	1.96187	1.88248e-07	0.00194727	9.66724e-05	N/S
OG0000518	0.0381341	2.12291e-21	1.23085e-12	1.72475e-09	N/S
OG0000518	1.96187	1.23085e-12	1.23085e-12	1	*
OG0000520	0.0381341	1.79018e-20	7.72475e-11	2.31746e-10	N/S
OG0000520	1.96187	7.72475e-11	7.72475e-11	1	*
OG0000521	0.0381341	3.21621e-12	2.37194e-09	0.00135594	N/S
OG0000521	1.96187	2.36872e-09	2.37194e-09	0.998644	*
OG0000522	0.0381341	7.63106e-24	7.95203e-13	9.59637e-12	N/S
OG0000522	1.96187	7.95203e-13	7.95203e-13	1	*
OG0000523	0.0381341	9.55899e-30	6.40785e-15	1.49176e-15	N/S
OG0000523	1.96187	6.40785e-15	6.40785e-15	1	*
OG0000524	0.0381341	2.43514e-17	6.98497e-11	3.48626e-07	N/S
OG0000524	1.96187	6.98496e-11	6.98497e-11	1	*
OG0000525	0.0381341	6.18563e-65	8.12104e-26	7.6168e-40	N/S
OG0000525	1.96187	8.12104e-26	8.12104e-26	1	*
OG0000528	0.0381341	2.51867e-24	3.5939e-13	7.00816e-12	N/S
OG0000528	1.96187	3.5939e-13	3.5939e-13	1	*
OG0000531	0.0381341	6.76837e-24	7.63159e-13	8.86889e-12	N/S
OG0000531	1.96187	7.63159e-13	7.63159e-13	1	*
OG0000532	0.0381341	2.39792e-39	2.63263e-17	9.10846e-23	N/S
OG0000532	1.96187	2.63263e-17	2.63263e-17	1	*
OG0000533	0.0381341	3.74591e-40	3.54509e-17	1.05665e-23	N/S
OG0000533	1.96187	3.54509e-17	3.54509e-17	1	*
OG0000534	0.0381341	2.86753e-25	2.61747e-12	1.09554e-13	N/S
OG0000534	1.96187	2.61747e-12	2.61747e-12	1	*
OG0000535	0.0381341	2.99812e-10	2.38213e-09	0.125859	N/S
OG0000535	1.96187	2.08232e-09	2.38213e-09	0.874141	N/S
OG0000536	0.0381341	9.1871e-32	8.63365e-14	1.0641e-18	N/S
OG0000536	1.96187	8.63365e-14	8.63365e-14	1	*
OG0000537	0.0381341	1.01971e-23	2.56696e-13	3.97244e-11	N/S
OG0000537	1.96187	2.56696e-13	2.56696e-13	1	*
OG0000538	0.0381341	5.56582e-17	5.83005e-11	9.54677e-07	N/S
OG0000538	1.96187	5.83005e-11	5.83005e-11	0.999999	*
OG0000539	0.0381341	7.30028e-24	5.53477e-13	1.31899e-11	N/S
OG0000539	1.96187	5.53477e-13	5.53477e-13	1	*
OG0000540	0.0381341	5.23141e-24	2.91321e-12	1.79576e-12	N/S
OG0000540	1.96187	2.91321e-12	2.91321e-12	1	*
OG0000541	0.0381341	2.93102e-21	2.13033e-12	1.37586e-09	N/S
OG0000541	1.96187	2.13033e-12	2.13033e-12	1	*
OG0000543	0.0381341	9.6613e-19	1.47899e-11	6.53238e-08	N/S
OG0000543	1.96187	1.47899e-11	1.47899e-11	1	*
OG0000544	0.0381341	1.08897e-06	1.14207e-06	0.953506	*
OG0000544	1.96187	5.30991e-08	1.14207e-06	0.0464939	N/S
OG0000545	0.0381341	8.79398e-21	3.37204e-11	2.60791e-10	N/S
OG0000545	1.96187	3.37204e-11	3.37204e-11	1	*
OG0000546	0.0381341	1.66329e-10	2.57148e-09	0.0646822	N/S
OG0000546	1.96187	2.40515e-09	2.57148e-09	0.935318	N/S
OG0000547	0.0381341	1.05672e-09	1.77128e-08	0.0596589	N/S
OG0000547	1.96187	1.66561e-08	1.77128e-08	0.940341	N/S
OG0000548	0.0381341	1.70148e-08	2.63114e-08	0.646671	N/S
OG0000548	1.96187	9.2966e-09	2.63114e-08	0.353329	N/S
OG0000549	0.0381341	5.62125e-18	1.01716e-10	5.52639e-08	N/S
OG0000549	1.96187	1.01716e-10	1.01716e-10	1	*
OG0000550	0.0381341	0.00194708	0.00194727	0.999903	*
OG0000550	1.96187	1.88248e-07	0.00194727	9.66724e-05	N/S
OG0000551	0.0381341	1.08682e-56	7.18733e-26	1.51213e-31	N/S
OG0000551	1.96187	7.18733e-26	7.18733e-26	1	*
OG0000552	0.0381341	1.22359e-19	3.42167e-11	3.576e-09	N/S
OG0000552	1.96187	3.42167e-11	3.42167e-11	1	*
OG0000555	0.0381341	6.29079e-11	1.01217e-08	0.00621515	N/S
OG0000555	1.96187	1.00588e-08	1.01217e-08	0.993785	*
OG0000556	0.0381341	1.94491e-40	3.92756e-19	4.95195e-22	N/S
OG0000556	1.96187	3.92756e-19	3.92756e-19	1	*
OG0000557	0.0381341	5.16068e-21	2.85641e-11	1.8067e-10	N/S
OG0000557	1.96187	2.85641e-11	2.85641e-11	1	*
OG0000558	0.0381341	1.26387e-82	1.1135e-28	1.13505e-54	N/S
OG0000558	1.96187	1.1135e-28	1.1135e-28	1	*
OG0000561	0.0381341	4.04093e-10	5.77456e-09	0.0699782	N/S
OG0000561	1.96187	5.37046e-09	5.77456e-09	0.930022	N/S
OG0000562	0.0381341	4.52908e-30	3.41369e-14	1.32674e-16	N/S
OG0000562	1.96187	3.41369e-14	3.41369e-14	1	*
OG0000565	0.0381341	1.27413e-36	1.42582e-15	8.93612e-22	N/S
OG0000565	1.96187	1.42582e-15	1.42582e-15	1	*
OG0000567	0.0381341	1.87823e-24	3.56154e-13	5.27364e-12	N/S
OG0000567	1.96187	3.56154e-13	3.56154e-13	1	*
OG0000568	0.0381341	4.18744e-15	7.6014e-10	5.50877e-06	N/S
OG0000568	1.96187	7.60136e-10	7.6014e-10	0.999994	*
OG0000569	0.0381341	3.78356e-40	2.1235e-18	1.78176e-22	N/S
OG0000569	1.96187	2.1235e-18	2.1235e-18	1	*
OG0000570	0.0381341	5.69628e-35	4.08892e-16	1.3931e-19	N/S
OG0000570	1.96187	4.08892e-16	4.08892e-16	1	*
OG0000571	0.0381341	7.9247e-37	9.23478e-18	8.58136e-20	N/S
OG0000571	1.96187	9.23478e-18	9.23478e-18	1	*
OG0000572	0.0381341	1.7146e-28	1.26209e-14	1.35854e-14	N/S
OG0000572	1.96187	1.26209e-14	1.26209e-14	1	*
OG0000573	0.0381341	1.08236e-19	2.25456e-12	4.80075e-08	N/S
OG0000573	1.96187	2.25456e-12	2.25456e-12	1	*
OG0000575	0.0381341	2.44605e-22	1.52256e-12	1.60654e-10	N/S
OG0000575	1.96187	1.52256e-12	1.52256e-12	1	*
OG0000579	0.0381341	1.11615e-10	6.99879e-09	0.0159477	N/S
OG0000579	1.96187	6.88718e-09	6.99879e-09	0.984052	*
OG0000582	0.0381341	1.73735e-78	8.74413e-28	1.98688e-51	N/S
OG0000582	1.96187	8.74413e-28	8.74413e-28	1	*
OG0000585	0.0381341	2.41857e-28	3.11653e-14	7.76046e-15	N/S
OG0000585	1.96187	3.11653e-14	3.11653e-14	1	*
OG0000586	0.0381341	1.23775e-11	6.35552e-09	0.00194751	N/S
OG0000586	1.96187	6.34314e-09	6.35552e-09	0.998052	*
OG0000587	0.0381341	5.50971e-30	7.35257e-15	7.49359e-16	N/S
OG0000587	1.96187	7.35257e-15	7.35257e-15	1	*
OG0000588	0.0381341	2.79824e-18	1.47066e-10	1.90271e-08	N/S
OG0000588	1.96187	1.47066e-10	1.47066e-10	1	*
OG0000589	0.0381341	6.61696e-09	1.28281e-08	0.515819	N/S
OG0000589	1.96187	6.2111e-09	1.28281e-08	0.484181	N/S
