#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0015103	1.96187	1.17718e-07	1.19458e-07	0.985434	*
OG0015104	0.0381341	1.73997e-09	1.19458e-07	0.0145656	N/S
OG0015104	1.96187	1.17718e-07	1.19458e-07	0.985434	*
OG0015105	0.0381341	5.11475e-07	8.44358e-07	0.605756	N/S
OG0015105	1.96187	3.32883e-07	8.44358e-07	0.394244	N/S
OG0015106	0.0381341	1.11156e-07	1.02495e-06	0.10845	N/S
OG0015106	1.96187	9.13795e-07	1.02495e-06	0.89155	N/S
OG0015107	0.0381341	1.46924e-10	5.89104e-09	0.0249402	N/S
OG0015107	1.96187	5.74412e-09	5.89104e-09	0.97506	*
OG0015108	0.0381341	1.11156e-07	1.02495e-06	0.10845	N/S
OG0015108	1.96187	9.13795e-07	1.02495e-06	0.89155	N/S
OG0015109	0.0381341	5.11475e-07	8.44358e-07	0.605756	N/S
OG0015109	1.96187	3.32883e-07	8.44358e-07	0.394244	N/S
OG0015110	0.0381341	5.11475e-07	8.44358e-07	0.605756	N/S
OG0015110	1.96187	3.32883e-07	8.44358e-07	0.394244	N/S
OG0015111	0.0381341	9.43829e-09	1.2737e-07	0.0741012	N/S
OG0015111	1.96187	1.17932e-07	1.2737e-07	0.925899	N/S
OG0015112	0.0381341	2.37971e-12	1.57501e-09	0.00151092	N/S
OG0015112	1.96187	1.57263e-09	1.57501e-09	0.998489	*
OG0015116	0.0381341	9.43829e-09	1.2737e-07	0.0741012	N/S
OG0015116	1.96187	1.17932e-07	1.2737e-07	0.925899	N/S
OG0015117	0.0381341	1.81268e-17	1.87827e-11	9.65079e-07	N/S
OG0015117	1.96187	1.87827e-11	1.87827e-11	0.999999	*
OG0015118	0.0381341	5.32665e-07	9.7331e-07	0.547272	N/S
OG0015118	1.96187	4.40645e-07	9.7331e-07	0.452728	N/S
OG0015119	0.0381341	1.11156e-07	1.02495e-06	0.10845	N/S
OG0015119	1.96187	9.13795e-07	1.02495e-06	0.89155	N/S
OG0015120	0.0381341	3.2675e-05	3.52591e-05	0.926712	N/S
OG0015120	1.96187	2.58407e-06	3.52591e-05	0.0732881	N/S
OG0015121	0.0381341	1.11156e-07	1.02495e-06	0.10845	N/S
OG0015121	1.96187	9.13795e-07	1.02495e-06	0.89155	N/S
OG0015122	0.0381341	5.78968e-07	1.27056e-06	0.455681	N/S
OG0015122	1.96187	6.91589e-07	1.27056e-06	0.544319	N/S
OG0015123	0.0381341	5.11475e-07	8.44358e-07	0.605756	N/S
OG0015123	1.96187	3.32883e-07	8.44358e-07	0.394244	N/S
OG0015124	0.0381341	5.78968e-07	1.27056e-06	0.455681	N/S
OG0015124	1.96187	6.91589e-07	1.27056e-06	0.544319	N/S
OG0015125	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015125	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015126	0.0381341	1.30426e-09	5.02322e-08	0.0259646	N/S
OG0015126	1.96187	4.8928e-08	5.02322e-08	0.974035	*
OG0015130	0.0381341	7.36081e-08	2.56424e-07	0.287056	N/S
OG0015130	1.96187	1.82816e-07	2.56424e-07	0.712944	N/S
OG0015131	0.0381341	2.94337e-11	2.141e-08	0.00137477	N/S
OG0015131	1.96187	2.13805e-08	2.141e-08	0.998625	*
OG0015132	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015132	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015133	0.0381341	3.42367e-08	4.8591e-07	0.0704589	N/S
OG0015133	1.96187	4.51673e-07	4.8591e-07	0.929541	N/S
OG0015134	0.0381341	3.42367e-08	4.8591e-07	0.0704589	N/S
OG0015134	1.96187	4.51673e-07	4.8591e-07	0.929541	N/S
OG0015135	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015135	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015136	0.0381341	3.07166e-08	2.35087e-07	0.13066	N/S
OG0015136	1.96187	2.04371e-07	2.35087e-07	0.86934	N/S
OG0015137	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015137	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015138	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015138	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015140	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015140	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015141	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015141	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015142	0.0381341	3.42367e-08	4.8591e-07	0.0704589	N/S
OG0015142	1.96187	4.51673e-07	4.8591e-07	0.929541	N/S
OG0015143	0.0381341	3.63749e-08	6.537e-07	0.0556446	N/S
OG0015143	1.96187	6.17325e-07	6.537e-07	0.944355	N/S
OG0015144	0.0381341	7.74194e-20	1.42151e-10	5.44627e-10	N/S
OG0015144	1.96187	1.42151e-10	1.42151e-10	1	*
OG0015145	0.0381341	9.81225e-15	8.56376e-10	1.14579e-05	N/S
OG0015145	1.96187	8.56366e-10	8.56376e-10	0.999989	*
OG0015147	0.0381341	1.29933e-16	7.4956e-10	1.73346e-07	N/S
OG0015147	1.96187	7.4956e-10	7.4956e-10	1	*
OG0015148	0.0381341	2.05288e-06	4.35947e-06	0.470901	N/S
OG0015148	1.96187	2.30659e-06	4.35947e-06	0.529099	N/S
OG0015149	0.0381341	1.68818e-06	4.67931e-06	0.360776	N/S
OG0015149	1.96187	2.99113e-06	4.67931e-06	0.639224	N/S
OG0015150	0.0381341	3.05462e-26	1.26255e-13	2.4194e-13	N/S
OG0015150	1.96187	1.26255e-13	1.26255e-13	1	*
OG0015152	0.0381341	3.07166e-08	2.35087e-07	0.13066	N/S
OG0015152	1.96187	2.04371e-07	2.35087e-07	0.86934	N/S
OG0015153	0.0381341	2.05288e-06	4.35947e-06	0.470901	N/S
OG0015153	1.96187	2.30659e-06	4.35947e-06	0.529099	N/S
OG0015154	0.0381341	3.42367e-08	4.8591e-07	0.0704589	N/S
OG0015154	1.96187	4.51673e-07	4.8591e-07	0.929541	N/S
OG0015155	0.0381341	3.3466e-08	4.26795e-07	0.0784122	N/S
OG0015155	1.96187	3.93329e-07	4.26795e-07	0.921588	N/S
OG0015158	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015158	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015161	0.0381341	1.73131e-09	1.20693e-07	0.0143447	N/S
OG0015161	1.96187	1.18962e-07	1.20693e-07	0.985655	*
OG0015162	0.0381341	5.35054e-12	4.82484e-08	0.000110896	N/S
OG0015162	1.96187	4.82431e-08	4.82484e-08	0.999889	*
OG0015165	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015165	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015166	0.0381341	7.9951e-08	1.71273e-06	0.0466804	N/S
OG0015166	1.96187	1.63278e-06	1.71273e-06	0.95332	*
OG0015167	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015167	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015168	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015168	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015169	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015169	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015171	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015171	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015172	0.0381341	4.21473e-14	1.14036e-09	3.69598e-05	N/S
OG0015172	1.96187	1.14031e-09	1.14036e-09	0.999963	*
OG0015173	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015173	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015174	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015174	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015175	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015175	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015176	0.0381341	7.9951e-08	1.71273e-06	0.0466804	N/S
OG0015176	1.96187	1.63278e-06	1.71273e-06	0.95332	*
OG0015178	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015178	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015179	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015179	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015180	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015180	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015181	0.0381341	4.23409e-10	5.45853e-07	0.000775683	N/S
OG0015181	1.96187	5.4543e-07	5.45853e-07	0.999224	*
OG0015185	0.0381341	2.97332e-18	6.56077e-11	4.53197e-08	N/S
OG0015185	1.96187	6.56077e-11	6.56077e-11	1	*
OG0015187	0.0381341	1.31628e-09	2.31251e-07	0.00569199	N/S
OG0015187	1.96187	2.29935e-07	2.31251e-07	0.994308	*
OG0015189	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015189	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015190	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015190	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015191	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015191	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015192	0.0381341	3.55018e-12	9.52762e-09	0.000372619	N/S
OG0015192	1.96187	9.52407e-09	9.52762e-09	0.999627	*
OG0015193	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015193	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015194	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015194	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015195	0.0381341	7.35032e-08	1.07624e-06	0.0682965	N/S
OG0015195	1.96187	1.00273e-06	1.07624e-06	0.931704	N/S
OG0015196	0.0381341	2.83534e-11	1.706e-08	0.00166198	N/S
OG0015196	1.96187	1.70316e-08	1.706e-08	0.998338	*
OG0015197	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015197	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015198	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015198	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015200	0.0381341	9.77095e-08	5.42203e-07	0.180208	N/S
OG0015200	1.96187	4.44494e-07	5.42203e-07	0.819792	N/S
OG0015202	0.0381341	4.91851e-06	1.64177e-05	0.299586	N/S
OG0015202	1.96187	1.14992e-05	1.64177e-05	0.700414	N/S
OG0015203	0.0381341	5.85078e-27	3.56004e-14	1.64346e-13	N/S
OG0015203	1.96187	3.56004e-14	3.56004e-14	1	*
OG0015204	0.0381341	8.23642e-15	6.62173e-10	1.24385e-05	N/S
OG0015204	1.96187	6.62164e-10	6.62173e-10	0.999988	*
OG0015207	0.0381341	3.3257e-10	1.57533e-07	0.00211111	N/S
OG0015207	1.96187	1.57201e-07	1.57533e-07	0.997889	*
OG0015220	0.0381341	6.32287e-12	6.14009e-08	0.000102977	N/S
OG0015220	1.96187	6.13946e-08	6.14009e-08	0.999897	*
OG0015223	0.0381341	3.13593e-18	2.22453e-10	1.4097e-08	N/S
OG0015223	1.96187	2.22453e-10	2.22453e-10	1	*
OG0015224	0.0381341	7.23702e-26	7.12527e-13	1.01568e-13	N/S
OG0015224	1.96187	7.12527e-13	7.12527e-13	1	*
OG0015227	0.0381341	2.2239e-18	3.58158e-10	6.20927e-09	N/S
OG0015227	1.96187	3.58158e-10	3.58158e-10	1	*
OG0015241	0.0381341	1.17637e-21	4.4996e-11	2.61439e-11	N/S
OG0015241	1.96187	4.4996e-11	4.4996e-11	1	*
OG0015279	0.0381341	3.15413e-12	3.38575e-08	9.31591e-05	N/S
OG0015279	1.96187	3.38543e-08	3.38575e-08	0.999907	*
OG0015280	0.0381341	8.98379e-09	8.60471e-08	0.104406	N/S
OG0015280	1.96187	7.70633e-08	8.60471e-08	0.895594	N/S
OG0015282	0.0381341	5.78968e-07	1.27056e-06	0.455681	N/S
OG0015282	1.96187	6.91589e-07	1.27056e-06	0.544319	N/S
OG0015283	0.0381341	5.77181e-08	7.63863e-07	0.0755608	N/S
OG0015283	1.96187	7.06145e-07	7.63863e-07	0.924439	N/S
OG0015284	0.0381341	2.50581e-10	6.4914e-08	0.0038602	N/S
OG0015284	1.96187	6.46634e-08	6.4914e-08	0.99614	*
OG0015286	0.0381341	2.1553e-09	6.29925e-07	0.00342153	N/S
OG0015286	1.96187	6.27769e-07	6.29925e-07	0.996578	*
OG0015291	0.0381341	2.1553e-09	6.29925e-07	0.00342153	N/S
OG0015291	1.96187	6.27769e-07	6.29925e-07	0.996578	*
OG0015297	0.0381341	2.24847e-09	8.38289e-07	0.00268221	N/S
OG0015297	1.96187	8.3604e-07	8.38289e-07	0.997318	*
OG0015302	0.0381341	1.73997e-09	1.19458e-07	0.0145656	N/S
OG0015302	1.96187	1.17718e-07	1.19458e-07	0.985434	*
OG0015308	0.0381341	7.36081e-08	2.56424e-07	0.287056	N/S
OG0015308	1.96187	1.82816e-07	2.56424e-07	0.712944	N/S
OG0015309	0.0381341	2.10518e-12	8.47679e-10	0.00248347	N/S
OG0015309	1.96187	8.45574e-10	8.47679e-10	0.997517	*
OG0015310	0.0381341	1.73997e-09	1.19458e-07	0.0145656	N/S
OG0015310	1.96187	1.17718e-07	1.19458e-07	0.985434	*
OG0015318	0.0381341	9.7805e-10	1.29874e-07	0.00753079	N/S
OG0015318	1.96187	1.28895e-07	1.29874e-07	0.992469	*
OG0015319	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015319	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015325	0.0381341	2.06375e-09	4.36448e-07	0.0047285	N/S
OG0015325	1.96187	4.34384e-07	4.36448e-07	0.995271	*
OG0015326	0.0381341	1.81205e-09	1.57642e-07	0.0114948	N/S
OG0015326	1.96187	1.5583e-07	1.57642e-07	0.988505	*
OG0015327	0.0381341	1.2276e-09	3.70275e-08	0.0331536	N/S
OG0015327	1.96187	3.57999e-08	3.70275e-08	0.966846	*
OG0015328	0.0381341	2.02015e-12	6.29757e-10	0.00320783	N/S
OG0015328	1.96187	6.27736e-10	6.29757e-10	0.996792	*
OG0015329	0.0381341	8.88348e-09	9.51703e-08	0.093343	N/S
OG0015329	1.96187	8.62869e-08	9.51703e-08	0.906657	N/S
OG0015330	0.0381341	1.26896e-07	3.2507e-06	0.0390365	N/S
OG0015330	1.96187	3.1238e-06	3.2507e-06	0.960964	*
OG0015333	0.0381341	9.06282e-09	9.8154e-08	0.0923326	N/S
OG0015333	1.96187	8.90912e-08	9.8154e-08	0.907667	N/S
OG0015336	0.0381341	1.46924e-10	5.89104e-09	0.0249402	N/S
OG0015336	1.96187	5.74412e-09	5.89104e-09	0.97506	*
OG0015337	0.0381341	1.21638e-07	2.46725e-06	0.049301	N/S
OG0015337	1.96187	2.34561e-06	2.46725e-06	0.950699	*
OG0015338	0.0381341	6.94656e-15	1.19512e-09	5.81242e-06	N/S
OG0015338	1.96187	1.19512e-09	1.19512e-09	0.999994	*
OG0015339	0.0381341	7.36081e-08	2.56424e-07	0.287056	N/S
OG0015339	1.96187	1.82816e-07	2.56424e-07	0.712944	N/S
OG0015342	0.0381341	1.82003e-09	2.09649e-07	0.00868132	N/S
OG0015342	1.96187	2.07829e-07	2.09649e-07	0.991319	*
OG0015345	0.0381341	8.51434e-09	6.00292e-08	0.141837	N/S
OG0015345	1.96187	5.15149e-08	6.00292e-08	0.858163	N/S
OG0015346	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015346	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015349	0.0381341	1.06517e-08	2.46814e-07	0.0431569	N/S
OG0015349	1.96187	2.36162e-07	2.46814e-07	0.956843	*
OG0015355	0.0381341	1.2125e-09	3.24651e-08	0.0373478	N/S
OG0015355	1.96187	3.12526e-08	3.24651e-08	0.962652	*
OG0015359	0.0381341	5.57445e-07	1.32887e-06	0.419487	N/S
OG0015359	1.96187	7.71429e-07	1.32887e-06	0.580513	N/S
OG0015363	0.0381341	8.7254e-09	1.07852e-07	0.0809018	N/S
OG0015363	1.96187	9.91264e-08	1.07852e-07	0.919098	N/S
OG0015364	0.0381341	5.82897e-07	1.71398e-06	0.340084	N/S
OG0015364	1.96187	1.13109e-06	1.71398e-06	0.659916	N/S
OG0015365	0.0381341	1.73676e-09	9.47673e-08	0.0183265	N/S
OG0015365	1.96187	9.30305e-08	9.47673e-08	0.981673	*
OG0015366	0.0381341	8.51434e-09	6.00292e-08	0.141837	N/S
OG0015366	1.96187	5.15149e-08	6.00292e-08	0.858163	N/S
OG0015370	0.0381341	3.08304e-11	3.15362e-08	0.00097762	N/S
OG0015370	1.96187	3.15054e-08	3.15362e-08	0.999022	*
OG0015371	0.0381341	5.11475e-07	8.44358e-07	0.605756	N/S
OG0015371	1.96187	3.32883e-07	8.44358e-07	0.394244	N/S
OG0015379	0.0381341	8.92258e-09	1.24005e-07	0.0719535	N/S
OG0015379	1.96187	1.15082e-07	1.24005e-07	0.928047	N/S
OG0015381	0.0381341	1.52108e-10	1.19332e-08	0.0127466	N/S
OG0015381	1.96187	1.17811e-08	1.19332e-08	0.987253	*
OG0015383	0.0381341	3.08409e-11	3.79666e-08	0.000812317	N/S
OG0015383	1.96187	3.79357e-08	3.79666e-08	0.999188	*
OG0015385	0.0381341	3.90705e-12	1.03986e-07	3.75729e-05	N/S
OG0015385	1.96187	1.03982e-07	1.03986e-07	0.999962	*
OG0015391	0.0381341	1.30426e-09	5.02322e-08	0.0259646	N/S
OG0015391	1.96187	4.8928e-08	5.02322e-08	0.974035	*
OG0015394	0.0381341	9.06282e-09	9.8154e-08	0.0923326	N/S
OG0015394	1.96187	8.90912e-08	9.8154e-08	0.907667	N/S
OG0015397	0.0381341	2.06119e-09	4.30215e-07	0.00479107	N/S
OG0015397	1.96187	4.28154e-07	4.30215e-07	0.995209	*
OG0015398	0.0381341	2.06375e-09	4.36448e-07	0.0047285	N/S
OG0015398	1.96187	4.34384e-07	4.36448e-07	0.995271	*
OG0015400	0.0381341	6.35887e-13	1.66391e-08	3.82163e-05	N/S
OG0015400	1.96187	1.66385e-08	1.66391e-08	0.999962	*
OG0015403	0.0381341	2.65238e-12	3.47817e-09	0.000762579	N/S
OG0015403	1.96187	3.47552e-09	3.47817e-09	0.999237	*
OG0015404	0.0381341	1.1023e-08	4.7396e-07	0.0232572	N/S
OG0015404	1.96187	4.62937e-07	4.7396e-07	0.976743	*
OG0015405	0.0381341	1.00256e-08	1.82818e-07	0.0548391	N/S
OG0015405	1.96187	1.72793e-07	1.82818e-07	0.945161	N/S
OG0015406	0.0381341	9.72122e-09	2.31211e-07	0.0420449	N/S
OG0015406	1.96187	2.21489e-07	2.31211e-07	0.957955	*
OG0015407	0.0381341	7.41395e-16	2.66679e-10	2.7801e-06	N/S
OG0015407	1.96187	2.66679e-10	2.66679e-10	0.999997	*
OG0015408	0.0381341	1.30426e-09	5.02322e-08	0.0259646	N/S
OG0015408	1.96187	4.8928e-08	5.02322e-08	0.974035	*
OG0015409	0.0381341	8.33819e-09	6.51041e-08	0.128075	N/S
OG0015409	1.96187	5.67659e-08	6.51041e-08	0.871925	N/S
OG0015410	0.0381341	1.51144e-10	1.75969e-08	0.00858928	N/S
OG0015410	1.96187	1.74457e-08	1.75969e-08	0.991411	*
OG0015411	0.0381341	5.82897e-07	1.71398e-06	0.340084	N/S
OG0015411	1.96187	1.13109e-06	1.71398e-06	0.659916	N/S
OG0015412	0.0381341	2.71311e-12	5.28793e-09	0.000513076	N/S
OG0015412	1.96187	5.28522e-09	5.28793e-09	0.999487	*
OG0015414	0.0381341	7.36081e-08	2.56424e-07	0.287056	N/S
OG0015414	1.96187	1.82816e-07	2.56424e-07	0.712944	N/S
OG0015416	0.0381341	6.76178e-07	3.39096e-06	0.199406	N/S
OG0015416	1.96187	2.71478e-06	3.39096e-06	0.800594	N/S
OG0015417	0.0381341	1.01174e-08	2.50654e-07	0.040364	N/S
OG0015417	1.96187	2.40537e-07	2.50654e-07	0.959636	*
OG0015419	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015419	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015426	0.0381341	5.01514e-13	5.99368e-09	8.36738e-05	N/S
OG0015426	1.96187	5.99318e-09	5.99368e-09	0.999916	*
OG0015427	0.0381341	2.06375e-09	4.36448e-07	0.0047285	N/S
OG0015427	1.96187	4.34384e-07	4.36448e-07	0.995271	*
OG0015428	0.0381341	1.21638e-07	2.46725e-06	0.049301	N/S
OG0015428	1.96187	2.34561e-06	2.46725e-06	0.950699	*
OG0015429	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015429	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015430	0.0381341	1.2276e-09	3.70275e-08	0.0331536	N/S
OG0015430	1.96187	3.57999e-08	3.70275e-08	0.966846	*
OG0015431	0.0381341	1.03284e-08	3.13047e-07	0.032993	N/S
OG0015431	1.96187	3.02718e-07	3.13047e-07	0.967007	*
OG0015432	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015432	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015435	0.0381341	2.24847e-09	8.38289e-07	0.00268221	N/S
OG0015435	1.96187	8.3604e-07	8.38289e-07	0.997318	*
OG0015445	0.0381341	1.1114e-08	2.9752e-06	0.00373556	N/S
OG0015445	1.96187	2.96409e-06	2.9752e-06	0.996264	*
OG0015446	0.0381341	1.01585e-09	4.47821e-07	0.00226844	N/S
OG0015446	1.96187	4.46805e-07	4.47821e-07	0.997732	*
OG0015447	0.0381341	5.78879e-08	2.30067e-06	0.0251613	N/S
OG0015447	1.96187	2.24279e-06	2.30067e-06	0.974839	*
OG0015448	0.0381341	1.35607e-10	8.02959e-09	0.0168884	N/S
OG0015448	1.96187	7.89398e-09	8.02959e-09	0.983112	*
OG0015450	0.0381341	1.01174e-08	2.50654e-07	0.040364	N/S
OG0015450	1.96187	2.40537e-07	2.50654e-07	0.959636	*
OG0015452	0.0381341	7.65318e-09	3.71485e-08	0.206016	N/S
OG0015452	1.96187	2.94953e-08	3.71485e-08	0.793984	N/S
OG0015453	0.0381341	7.85942e-15	8.1002e-10	9.70275e-06	N/S
OG0015453	1.96187	8.10012e-10	8.1002e-10	0.99999	*
OG0015456	0.0381341	8.26851e-10	1.12727e-07	0.00733498	N/S
OG0015456	1.96187	1.119e-07	1.12727e-07	0.992665	*
OG0015457	0.0381341	1.48516e-11	9.51919e-09	0.00156017	N/S
OG0015457	1.96187	9.50434e-09	9.51919e-09	0.99844	*
OG0015460	0.0381341	9.34574e-10	7.45604e-08	0.0125344	N/S
OG0015460	1.96187	7.36259e-08	7.45604e-08	0.987466	*
OG0015463	0.0381341	3.5765e-12	7.07768e-08	5.05322e-05	N/S
OG0015463	1.96187	7.07732e-08	7.07768e-08	0.999949	*
OG0015464	0.0381341	1.73997e-09	1.19458e-07	0.0145656	N/S
OG0015464	1.96187	1.17718e-07	1.19458e-07	0.985434	*
OG0015465	0.0381341	1.46924e-10	5.89104e-09	0.0249402	N/S
OG0015465	1.96187	5.74412e-09	5.89104e-09	0.97506	*
OG0015467	0.0381341	8.38174e-10	3.63504e-08	0.0230581	N/S
OG0015467	1.96187	3.55123e-08	3.63504e-08	0.976942	*
OG0015469	0.0381341	2.24847e-09	8.38289e-07	0.00268221	N/S
OG0015469	1.96187	8.3604e-07	8.38289e-07	0.997318	*
OG0015471	0.0381341	9.43829e-09	1.2737e-07	0.0741012	N/S
OG0015471	1.96187	1.17932e-07	1.2737e-07	0.925899	N/S
OG0015472	0.0381341	8.88348e-09	9.51703e-08	0.093343	N/S
OG0015472	1.96187	8.62869e-08	9.51703e-08	0.906657	N/S
OG0015474	0.0381341	1.06517e-08	2.46814e-07	0.0431569	N/S
OG0015474	1.96187	2.36162e-07	2.46814e-07	0.956843	*
OG0015475	0.0381341	1.06517e-08	2.46814e-07	0.0431569	N/S
OG0015475	1.96187	2.36162e-07	2.46814e-07	0.956843	*
OG0015476	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015476	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015477	0.0381341	1.35607e-10	8.02959e-09	0.0168884	N/S
OG0015477	1.96187	7.89398e-09	8.02959e-09	0.983112	*
OG0015480	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015480	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015483	0.0381341	1.03284e-08	3.13047e-07	0.032993	N/S
OG0015483	1.96187	3.02718e-07	3.13047e-07	0.967007	*
OG0015484	0.0381341	1.02271e-09	1.90012e-07	0.00538233	N/S
OG0015484	1.96187	1.88989e-07	1.90012e-07	0.994618	*
OG0015486	0.0381341	5.78879e-08	2.30067e-06	0.0251613	N/S
OG0015486	1.96187	2.24279e-06	2.30067e-06	0.974839	*
OG0015487	0.0381341	3.17723e-12	2.58409e-08	0.000122954	N/S
OG0015487	1.96187	2.58377e-08	2.58409e-08	0.999877	*
OG0015491	0.0381341	8.8719e-17	5.70327e-10	1.55558e-07	N/S
OG0015491	1.96187	5.70327e-10	5.70327e-10	1	*
OG0015497	0.0381341	8.7254e-09	1.07852e-07	0.0809018	N/S
OG0015497	1.96187	9.91264e-08	1.07852e-07	0.919098	N/S
OG0015499	0.0381341	3.33032e-12	4.55871e-08	7.30539e-05	N/S
OG0015499	1.96187	4.55838e-08	4.55871e-08	0.999927	*
OG0015501	0.0381341	1.25651e-08	1.96279e-06	0.00640167	N/S
OG0015501	1.96187	1.95022e-06	1.96279e-06	0.993598	*
OG0015502	0.0381341	9.06282e-09	9.8154e-08	0.0923326	N/S
OG0015502	1.96187	8.90912e-08	9.8154e-08	0.907667	N/S
OG0015503	0.0381341	6.5447e-08	1.54137e-06	0.0424604	N/S
OG0015503	1.96187	1.47592e-06	1.54137e-06	0.95754	*
OG0015504	0.0381341	3.267e-06	1.1647e-05	0.280501	N/S
OG0015504	1.96187	8.38001e-06	1.1647e-05	0.719499	N/S
OG0015505	0.0381341	7.65318e-09	3.71485e-08	0.206016	N/S
OG0015505	1.96187	2.94953e-08	3.71485e-08	0.793984	N/S
OG0015507	0.0381341	3.07087e-12	8.94737e-08	3.43215e-05	N/S
OG0015507	1.96187	8.94706e-08	8.94737e-08	0.999966	*
OG0015518	0.0381341	6.13209e-15	8.88378e-09	6.90257e-07	N/S
OG0015518	1.96187	8.88378e-09	8.88378e-09	0.999999	*
OG0015523	0.0381341	5.82897e-07	1.71398e-06	0.340084	N/S
OG0015523	1.96187	1.13109e-06	1.71398e-06	0.659916	N/S
OG0015525	0.0381341	8.66289e-09	6.99394e-08	0.123863	N/S
OG0015525	1.96187	6.12765e-08	6.99394e-08	0.876137	N/S
OG0015529	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015529	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015534	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
OG0015534	1.96187	4.90259e-06	5.04052e-06	0.972636	*
OG0015538	0.0381341	1.37927e-07	5.04052e-06	0.0273636	N/S
